sep=,,
WOODMECH_1_SWORD_NAME,Деревянный меч,Wooden Sword [WOOD]
STONEMECH_2_KORTECH_ELECTRIC_UNCOMMON_DESCRIPTION,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_2_KORTECH_ELECTRIC_EXCELLENT_NAME,Превосходная электро-Картечница,Превосходная электро-Картечница
STONEMECH_2_KORTECH_ELECTRIC_EXCELLENT_DESCRIPTION,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_2_KORTECH_ELECTRIC_MYTHICAL_NAME,Мифическая электро-Картечница,Мифическая электро-Картечница
STONEMECH_2_KORTECH_ELECTRIC_MYTHICAL_DESCRIPTION,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_2_KORTECH_ELECTRIC_MAGNIFICENT_NAME,Великолепная электро-Картечница,Великолепная электро-Картечница
STONEMECH_2_KORTECH_ELECTRIC_MAGNIFICENT_DESCRIPTION,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_3_KORTECH_REINFORCED_NAME,Укрепленная Картечница,Укрепленная Картечница
STONEMECH_3_KORTECH_REINFORCED_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_3_KORTECH_REINFORCED_UNCOMMON_NAME,Улучшенная укрепленная Картечница,Улучшенная укрепленная Картечница
STONEMECH_3_KORTECH_REINFORCED_UNCOMMON_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_3_KORTECH_REINFORCED_EXCELLENT_NAME,Превосходная укрепленная Картечница,Превосходная укрепленная Картечница
STONEMECH_3_KORTECH_REINFORCED_EXCELLENT_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_3_KORTECH_REINFORCED_MYTHICAL_NAME,Мифическая укрепленная Картечница,Мифическая укрепленная Картечница
STONEMECH_3_KORTECH_REINFORCED_MYTHICAL_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_3_KORTECH_REINFORCED_MAGNIFICENT_NAME,Великолепная укрепленная Картечница,Великолепная укрепленная Картечница
STONEMECH_3_KORTECH_REINFORCED_MAGNIFICENT_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_4_KORTECH_COLD_NAME,Морозная Картечница,Морозная Картечница
STONEMECH_4_KORTECH_COLD_DESCRIPTION,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%
STONEMECH_4_KORTECH_COLD_UNCOMMON_NAME,Улучшенная морозная Картечница,Улучшенная морозная Картечница
STONEMECH_4_KORTECH_COLD_UNCOMMON_DESCRIPTION,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%
STONEMECH_4_KORTECH_COLD_EXCELLENT_NAME,Превосходная морозная Картечница,Превосходная морозная Картечница
STONEMECH_4_KORTECH_COLD_EXCELLENT_DESCRIPTION,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%
STONEMECH_4_KORTECH_COLD_MYTHICAL_NAME,Мифическая морозная Картечница,Мифическая морозная Картечница
STONEMECH_4_KORTECH_COLD_MYTHICAL_DESCRIPTION,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%
STONEMECH_4_KORTECH_COLD_MAGNIFICENT_NAME,Великолепная морозная Картечница,Великолепная морозная Картечница
STONEMECH_4_KORTECH_COLD_MAGNIFICENT_DESCRIPTION,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона холодом/nШанс крита {{critical_chance}}%
STONEMECH_5_KORTECH_ACID_NAME,Кислотная Картечница,Кислотная Картечница
STONEMECH_5_KORTECH_ACID_DESCRIPTION,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%
STONEMECH_5_KORTECH_ACID_UNCOMMON_NAME,Улучшенная кислотная Картечница,Улучшенная кислотная Картечница
STONEMECH_5_KORTECH_ACID_UNCOMMON_DESCRIPTION,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%
STONEMECH_5_KORTECH_ACID_EXCELLENT_NAME,Превосходная кислотная Картечница,Превосходная кислотная Картечница
STONEMECH_5_KORTECH_ACID_EXCELLENT_DESCRIPTION,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%
STONEMECH_5_KORTECH_ACID_MYTHICAL_NAME,Мифическая кислотная Картечница,Мифическая кислотная Картечница
STONEMECH_5_KORTECH_ACID_MYTHICAL_DESCRIPTION,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%
STONEMECH_5_KORTECH_ACID_MAGNIFICENT_NAME,Великолепная кислотная Картечница,Великолепная кислотная Картечница
STONEMECH_5_KORTECH_ACID_MAGNIFICENT_DESCRIPTION,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} кислотного урона/nШанс крита {{critical_chance}}%
